,pokemon_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
547,464,Rhyperior,Rihornior,ãƒ‰ã‚µã‚¤ãƒ‰ãƒ³ (Dosidon),4,Normal,Drill PokÃ©mon,2,Ground,Rock,2.4,282.8,3,Lightning Rod,Solid Rock,Reckless,535,115,140,130,55,55,40,30,70,241,Slow,2,Field,Monster,50,20,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
548,465,Tangrowth,Tangoloss,ãƒ¢ã‚¸ãƒ£ãƒ³ãƒœ (Mojumbo),4,Normal,Vine PokÃ©mon,1,Grass,,2,128.6,3,Chlorophyll,Leaf Guard,Regenerator,535,100,100,125,110,50,50,30,70,187,Medium Fast,1,Grass,,50,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
549,466,Electivire,Elevoltek,ã‚¨ãƒ¬ã‚­ãƒ–ãƒ« (Elekible),4,Normal,Thunderbolt PokÃ©mon,1,Electric,,1.8,138.6,2,Motor Drive,,Vital Spirit,540,75,123,67,95,85,95,30,70,243,Medium Fast,1,Human-Like,,75,25,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
550,467,Magmortar,Magbrant,ãƒ–ãƒ¼ãƒãƒ¼ãƒ³ (Booburn),4,Normal,Blast PokÃ©mon,1,Fire,,1.6,68,2,Flame Body,,Vital Spirit,540,75,95,67,125,95,83,30,70,243,Medium Fast,1,Human-Like,,75,25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
551,468,Togekiss,Togekiss,ãƒˆã‚²ã‚­ãƒƒã‚¹ (Togekiss),4,Normal,Jubilee PokÃ©mon,2,Fairy,Flying,1.5,38,3,Hustle,Serene Grace,Super Luck,545,85,50,95,120,115,80,30,70,245,Fast,2,Fairy,Flying,87.5,10,1,1,1,2,0.5,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1
552,469,Yanmega,Yanmega,ãƒ¡ã‚¬ãƒ¤ãƒ³ãƒž (Megayanma),4,Normal,Ogre Darner PokÃ©mon,2,Bug,Flying,1.9,51.5,3,Speed Boost,Tinted Lens,Frisk,515,86,76,86,116,56,95,30,70,180,Medium Fast,1,Bug,,50,20,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
553,470,Leafeon,Folipurba,ãƒªãƒ¼ãƒ•ã‚£ã‚¢ (Leafia),4,Normal,Verdant PokÃ©mon,1,Grass,,1,25.5,2,Leaf Guard,,Chlorophyll,525,65,110,130,60,65,95,45,35,184,Medium Fast,1,Field,,87.5,35,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
554,471,Glaceon,Glaziola,ã‚°ãƒ¬ã‚¤ã‚·ã‚¢ (Glacia),4,Normal,Fresh Snow PokÃ©mon,1,Ice,,0.8,25.9,2,Snow Cloak,,Ice Body,525,65,60,110,130,95,65,45,35,184,Medium Fast,1,Field,,87.5,35,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
555,472,Gliscor,Skorgro,ã‚°ãƒ©ã‚¤ã‚ªãƒ³ (Glion),4,Normal,Fang Scorp PokÃ©mon,2,Ground,Flying,2,42.5,3,Hyper Cutter,Sand Veil,Poison Heal,510,75,95,125,45,75,95,30,70,179,Medium Slow,1,Bug,,50,20,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1
556,473,Mamoswine,Mamutel,ãƒžãƒ³ãƒ ãƒ¼ (Mammoo),4,Normal,Twin Tusk PokÃ©mon,2,Ice,Ground,2.5,291,3,Oblivious,Snow Cloak,Thick Fat,530,110,130,80,70,60,80,50,70,239,Slow,1,Field,,50,20,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1
557,474,Porygon-Z,Porygon-Z,ãƒãƒªã‚´ãƒ³ï¼º (Porygon-Z),4,Normal,Virtual PokÃ©mon,1,Normal,,0.9,34,3,Adaptability,Download,Analytic,535,85,80,70,135,75,90,30,70,241,Medium Fast,1,Mineral,,,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
558,475,Gallade,Galagladi,ã‚¨ãƒ«ãƒ¬ã‚¤ãƒ‰ (Erureido),4,Normal,Blade PokÃ©mon,2,Psychic,Fighting,1.6,52,2,Steadfast,,Justified,518,68,125,65,65,115,80,45,35,233,Slow,2,Amorphous,Human-Like,100,20,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
559,475,Mega Gallade,Galagladi,ã‚¨ãƒ«ãƒ¬ã‚¤ãƒ‰ (Erureido),4,Normal,Blade PokÃ©mon,2,Psychic,Fighting,1.6,56.4,1,Inner Focus,,,618,68,165,95,65,115,110,45,35,278,Slow,1,Amorphous,,100,20,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
560,476,Probopass,Voluminas,ãƒ€ã‚¤ãƒŽãƒ¼ã‚º (Dainose),4,Normal,Compass PokÃ©mon,2,Rock,Steel,1.4,340,3,Sturdy,Magnet Pull,Sand Force,525,60,55,145,75,150,40,60,70,184,Medium Fast,1,Mineral,,50,20,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
561,477,Dusknoir,Zwirrfinst,ãƒ¨ãƒŽãƒ¯ãƒ¼ãƒ« (Yonoir),4,Normal,Gripper PokÃ©mon,1,Ghost,,2.2,106.6,2,Pressure,,Frisk,525,45,100,135,65,135,45,45,35,236,Fast,1,Amorphous,,50,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
562,478,Froslass,Frosdedje,ãƒ¦ã‚­ãƒ¡ãƒŽã‚³ (Yukimenoko),4,Normal,Snow Land PokÃ©mon,2,Ice,Ghost,1.3,26.6,2,Snow Cloak,,Cursed Body,480,70,80,70,80,70,110,75,70,168,Medium Fast,2,Fairy,Mineral,0,20,0,2,1,1,1,0.5,0,0.5,1,1,1,0.5,2,2,1,2,2,1
563,479,Rotom,Rotom,ãƒ­ãƒˆãƒ  (Rotom),4,Normal,Plasma PokÃ©mon,2,Electric,Ghost,0.3,0.3,1,Levitate,,,440,50,50,77,95,77,91,45,70,154,Medium Fast,1,Amorphous,,,20,0,1,1,0.5,1,1,0,0.5,0,0.5,1,0.5,1,2,1,2,0.5,1
564,479,Heat Rotom,Rotom,ãƒ­ãƒˆãƒ  (Rotom),4,Normal,Plasma PokÃ©mon,2,Electric,Fire,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45,70,182,Medium Fast,1,Amorphous,,,20,1,0.5,2,0.5,0.5,0.5,1,1,0,0.5,1,0.5,2,1,1,1,0.25,0.5
565,479,Wash Rotom,Rotom,ãƒ­ãƒˆãƒ  (Rotom),4,Normal,Plasma PokÃ©mon,2,Electric,Water,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45,70,182,Medium Fast,1,Amorphous,,,20,1,0.5,0.5,1,2,0.5,1,1,0,0.5,1,1,1,1,1,1,0.25,1
566,479,Frost Rotom,Rotom,ãƒ­ãƒˆãƒ  (Rotom),4,Normal,Plasma PokÃ©mon,2,Electric,Ice,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45,70,182,Medium Fast,1,Amorphous,,,20,1,2,1,0.5,1,0.5,2,1,0,0.5,1,1,2,1,1,1,1,1
567,479,Fan Rotom,Rotom,ãƒ­ãƒˆãƒ  (Rotom),4,Normal,Plasma PokÃ©mon,2,Electric,Flying,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45,70,182,Medium Fast,1,Amorphous,,,20,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
568,479,Mow Rotom,Rotom,ãƒ­ãƒˆãƒ  (Rotom),4,Normal,Plasma PokÃ©mon,2,Electric,Grass,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45,70,182,Medium Fast,1,Amorphous,,,20,1,2,0.5,0.25,0.5,2,1,2,0,1,1,2,1,1,1,1,0.5,1
569,480,Uxie,Selfe,ãƒ¦ã‚¯ã‚·ãƒ¼ (Yuxie),4,Sub Legendary,Knowledge PokÃ©mon,1,Psychic,,0.3,0.3,1,Levitate,,,580,75,75,130,75,130,95,3,140,261,Slow,1,Undiscovered,,,80,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
570,481,Mesprit,Vesprit,ã‚¨ãƒ ãƒªãƒƒãƒˆ (Emrit),4,Sub Legendary,Emotion PokÃ©mon,1,Psychic,,0.3,0.3,1,Levitate,,,580,80,105,105,105,105,80,3,140,261,Slow,1,Undiscovered,,,80,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
571,482,Azelf,Tobutz,ã‚¢ã‚°ãƒŽãƒ  (Agnome),4,Sub Legendary,Willpower PokÃ©mon,1,Psychic,,0.3,0.3,1,Levitate,,,580,75,125,70,125,70,115,3,140,261,Slow,1,Undiscovered,,,80,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
572,483,Dialga,Dialga,ãƒ‡ã‚£ã‚¢ãƒ«ã‚¬ (Dialga),4,Legendary,Temporal PokÃ©mon,2,Steel,Dragon,5.4,683,2,Pressure,,Telepathy,680,100,120,120,150,100,90,3,0,306,Slow,1,Undiscovered,,,120,0.5,1,0.5,0.5,0.25,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1
573,484,Palkia,Palkia,ãƒ‘ãƒ«ã‚­ã‚¢ (Palkia),4,Legendary,Spatial PokÃ©mon,2,Water,Dragon,4.2,336,2,Pressure,,Telepathy,680,90,120,100,150,120,100,3,0,306,Slow,1,Undiscovered,,,120,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2
574,485,Heatran,Heatran,ãƒ’ãƒ¼ãƒ‰ãƒ©ãƒ³ (Heatran),4,Sub Legendary,Lava Dome PokÃ©mon,2,Fire,Steel,1.7,430,2,Flash Fire,,Flame Body,600,91,90,106,130,106,77,3,100,270,Slow,1,Undiscovered,,50,10,0.5,0,2,1,0.25,0.25,2,0,4,0.5,0.5,0.25,1,1,0.5,1,0.25,0.25
575,486,Regigigas,Regigigas,ãƒ¬ã‚¸ã‚®ã‚¬ã‚¹ (Regigigas),4,Sub Legendary,Colossal PokÃ©mon,1,Normal,,3.7,420,1,Slow Start,,,670,110,160,110,80,110,100,3,0,302,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
576,487,Giratina Altered Forme,Giratina,ã‚®ãƒ©ãƒ†ã‚£ãƒŠ (Giratina),4,Legendary,Renegade PokÃ©mon,2,Ghost,Dragon,4.5,750,2,Pressure,,Telepathy,680,150,100,120,100,120,90,3,0,306,Slow,1,Undiscovered,,,120,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2
577,487,Giratina Origin Forme,Giratina,ã‚®ãƒ©ãƒ†ã‚£ãƒŠ (Giratina),4,Legendary,Renegade PokÃ©mon,2,Ghost,Dragon,6.9,650,1,Levitate,,,680,150,120,100,120,100,90,3,0,306,Slow,1,Undiscovered,,,120,0,0.5,0.5,0.5,0.5,2,0,0.5,0,1,1,0.5,1,2,2,2,1,2
578,488,Cresselia,Cresselia,ã‚¯ãƒ¬ã‚»ãƒªã‚¢ (Cresselia),4,Sub Legendary,Lunar PokÃ©mon,1,Psychic,,1.5,85.6,1,Levitate,,,600,120,70,120,75,130,85,3,100,270,Slow,1,Undiscovered,,0,120,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
579,489,Phione,Phione,ãƒ•ã‚£ã‚ªãƒ (Phione),4,Mythical,Sea Drifter PokÃ©mon,1,Water,,0.4,3.1,1,Hydration,,,480,80,80,80,80,80,80,30,70,216,Slow,2,Fairy,Water 1,,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
580,490,Manaphy,Manaphy,ãƒžãƒŠãƒ•ã‚£ (Manaphy),4,Mythical,Seafaring PokÃ©mon,1,Water,,0.3,1.4,1,Hydration,,,600,100,100,100,100,100,100,3,70,270,Slow,2,Fairy,Water 1,,10,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
581,491,Darkrai,Darkrai,ãƒ€ãƒ¼ã‚¯ãƒ©ã‚¤ (Darkrai),4,Mythical,Pitch-Black PokÃ©mon,1,Dark,,1.5,50.5,1,Bad Dreams,,,600,70,90,90,135,90,125,3,0,270,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
582,492,Shaymin Land Forme,Shaymin,ã‚·ã‚§ã‚¤ãƒŸ (Shaymin),4,Mythical,Gratitude PokÃ©mon,1,Grass,,0.2,2.1,1,Natural Cure,,,600,100,100,100,100,100,100,45,100,270,Medium Slow,1,Undiscovered,,,120,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
583,492,Shaymin Sky Forme,Shaymin,ã‚·ã‚§ã‚¤ãƒŸ (Shaymin),4,Mythical,Gratitude PokÃ©mon,2,Grass,Flying,0.4,5.2,1,Serene Grace,,,600,100,103,75,120,75,127,45,100,270,Medium Slow,1,Undiscovered,,,120,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
584,493,Arceus,Arceus,ã‚¢ãƒ«ã‚»ã‚¦ã‚¹ (Arceus),4,Mythical,Alpha PokÃ©mon,1,Normal,,3.2,320,1,Multitype,,,720,120,120,120,120,120,120,3,0,324,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
585,494,Victini,Victini,ãƒ“ã‚¯ãƒ†ã‚£ãƒ‹ (Victini),5,Mythical,Victory PokÃ©mon,2,Psychic,Fire,0.4,4,1,Victory Star,,,600,100,100,100,100,100,100,3,100,270,Slow,1,Undiscovered,,,120,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
586,495,Snivy,Serpifeu,ãƒ„ã‚¿ãƒ¼ã‚¸ãƒ£ (Tsutarja),5,Normal,Grass Snake PokÃ©mon,1,Grass,,0.6,8.1,2,Overgrow,,Contrary,308,45,45,55,45,55,63,45,70,62,Medium Slow,2,Field,Grass,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
587,496,Servine,Efoserp,ã‚¸ãƒ£ãƒŽãƒ“ãƒ¼ (Janovy),5,Normal,Grass Snake PokÃ©mon,1,Grass,,0.8,16,2,Overgrow,,Contrary,413,60,60,75,60,75,83,45,70,145,Medium Slow,2,Field,Grass,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
588,497,Serperior,Serpiroyal,ã‚¸ãƒ£ãƒ­ãƒ¼ãƒ€ (Jalorda),5,Normal,Regal PokÃ©mon,1,Grass,,3.3,63,2,Overgrow,,Contrary,528,75,75,95,75,95,113,45,70,238,Medium Slow,2,Field,Grass,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
589,498,Tepig,Floink,ãƒã‚«ãƒ– (Pokabu),5,Normal,Fire Pig PokÃ©mon,1,Fire,,0.5,9.9,2,Blaze,,Thick Fat,308,65,63,45,45,45,45,45,70,62,Medium Slow,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
590,499,Pignite,Ferkokel,ãƒãƒ£ã‚ªãƒ–ãƒ¼ (Chaoboo),5,Normal,Fire Pig PokÃ©mon,2,Fire,Fighting,1,55.5,2,Blaze,,Thick Fat,418,90,93,55,70,55,55,45,70,146,Medium Slow,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
591,500,Emboar,Flambirex,ã‚¨ãƒ³ãƒ–ã‚ªãƒ¼ (Enbuoh),5,Normal,Mega Fire Pig PokÃ©mon,2,Fire,Fighting,1.6,150,2,Blaze,,Reckless,528,110,123,65,100,65,65,45,70,238,Medium Slow,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
592,501,Oshawott,Ottaro,ãƒŸã‚¸ãƒ¥ãƒžãƒ« (Mijumaru),5,Normal,Sea Otter PokÃ©mon,1,Water,,0.5,5.9,2,Torrent,,Shell Armor,308,55,55,45,63,45,45,45,70,62,Medium Slow,1,Field,,87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
593,502,Dewott,Zwottronin,ãƒ•ã‚¿ãƒãƒžãƒ« (Futachimaru),5,Normal,Discipline PokÃ©mon,1,Water,,0.8,24.5,2,Torrent,,Shell Armor,413,75,75,60,83,60,60,45,70,145,Medium Slow,1,Field,,87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
594,503,Samurott,Admurai,ãƒ€ã‚¤ã‚±ãƒ³ã‚­ (Daikenki),5,Normal,Formidable PokÃ©mon,1,Water,,1.5,94.6,2,Torrent,,Shell Armor,528,95,100,85,108,70,70,45,70,238,Medium Slow,1,Field,,87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
595,504,Patrat,Nagelotz,ãƒŸãƒã‚ºãƒŸ (Minezumi),5,Normal,Scout PokÃ©mon,1,Normal,,0.5,11.6,3,Run Away,Keen Eye,Analytic,255,45,55,39,35,39,42,255,70,51,Medium Fast,1,Field,,50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
596,505,Watchog,Kukmarda,ãƒŸãƒ«ãƒ›ãƒƒã‚° (Miruhog),5,Normal,Lookout PokÃ©mon,1,Normal,,1.1,27,3,Illuminate,Keen Eye,Analytic,420,60,85,69,60,69,77,255,70,147,Medium Fast,1,Field,,50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
597,506,Lillipup,Yorkleff,ãƒ¨ãƒ¼ãƒ†ãƒªãƒ¼ (Yorterrie),5,Normal,Puppy PokÃ©mon,1,Normal,,0.4,4.1,3,Vital Spirit,Pickup,Run Away,275,45,60,45,25,45,55,255,70,55,Medium Slow,1,Field,,50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
598,507,Herdier,Terribark,ãƒãƒ¼ãƒ‡ãƒªã‚¢ (Herderrie),5,Normal,Loyal Dog PokÃ©mon,1,Normal,,0.9,14.7,3,Intimidate,Sand Rush,Scrappy,370,65,80,65,35,65,60,120,70,130,Medium Slow,1,Field,,50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
599,508,Stoutland,Bissbark,ãƒ ãƒ¼ãƒ©ãƒ³ãƒ‰ (Mooland),5,Normal,Big-Hearted PokÃ©mon,1,Normal,,1.2,61,3,Intimidate,Sand Rush,Scrappy,500,85,110,90,45,90,80,45,70,225,Medium Slow,1,Field,,50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
600,509,Purrloin,Felilou,ãƒãƒ§ãƒ­ãƒã‚³ (Choroneko),5,Normal,Devious PokÃ©mon,1,Dark,,0.4,10.1,3,Limber,Unburden,Prankster,281,41,50,37,50,37,66,255,70,56,Medium Fast,1,Field,,50,20,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
601,510,Liepard,Kleoparda,ãƒ¬ãƒ‘ãƒ«ãƒ€ã‚¹ (Lepardas),5,Normal,Cruel PokÃ©mon,1,Dark,,1.1,37.5,3,Limber,Unburden,Prankster,446,64,88,50,88,50,106,90,70,156,Medium Fast,1,Field,,50,20,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
602,511,Pansage,Vegimak,ãƒ¤ãƒŠãƒƒãƒ— (Yanappu),5,Normal,Grass Monkey PokÃ©mon,1,Grass,,0.6,10.5,2,Gluttony,,Overgrow,316,50,53,48,53,48,64,190,70,63,Medium Fast,1,Field,,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
603,512,Simisage,Vegichita,ãƒ¤ãƒŠãƒƒã‚­ãƒ¼ (Yanakkie),5,Normal,Thorn Monkey PokÃ©mon,1,Grass,,1.1,30.5,2,Gluttony,,Overgrow,498,75,98,63,98,63,101,75,70,174,Medium Fast,1,Field,,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
604,513,Pansear,Grillmak,ãƒã‚ªãƒƒãƒ— (Baoppu),5,Normal,High Temp PokÃ©mon,1,Fire,,0.6,11,2,Gluttony,,Blaze,316,50,53,48,53,48,64,190,70,63,Medium Fast,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
605,514,Simisear,Grillchita,ãƒã‚ªãƒƒã‚­ãƒ¼ (Baokkie),5,Normal,Ember PokÃ©mon,1,Fire,,1,28,2,Gluttony,,Blaze,498,75,98,63,98,63,101,75,70,174,Medium Fast,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
606,515,Panpour,Sodamak,ãƒ’ãƒ¤ãƒƒãƒ— (Hiyappu),5,Normal,Spray PokÃ©mon,1,Water,,0.6,13.5,2,Gluttony,,Torrent,316,50,53,48,53,48,64,190,70,63,Medium Fast,1,Field,,87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
607,516,Simipour,Sodachita,ãƒ’ãƒ¤ãƒƒã‚­ãƒ¼ (Hiyakkie),5,Normal,Geyser PokÃ©mon,1,Water,,1,29,2,Gluttony,,Torrent,498,75,98,63,98,63,101,75,70,174,Medium Fast,1,Field,,87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
608,517,Munna,Somniam,ãƒ ãƒ³ãƒŠ (Munna),5,Normal,Dream Eater PokÃ©mon,1,Psychic,,0.6,23.3,3,Forewarn,Synchronize,Telepathy,292,76,25,45,67,55,24,190,70,58,Fast,1,Field,,50,10,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
609,518,Musharna,Somnivora,ãƒ ã‚·ãƒ£ãƒ¼ãƒŠ (Musharna),5,Normal,Drowsing PokÃ©mon,1,Psychic,,1.1,60.5,3,Forewarn,Synchronize,Telepathy,487,116,55,85,107,95,29,75,70,170,Fast,1,Field,,50,10,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
610,519,Pidove,Dusselgurr,ãƒžãƒ¡ãƒ‘ãƒˆ (Mamepato),5,Normal,Tiny Pigeon PokÃ©mon,2,Normal,Flying,0.3,2.1,3,Big Pecks,Super Luck,Rivalry,264,50,55,50,36,30,43,255,70,53,Medium Slow,1,Flying,,50,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
611,520,Tranquill,Navitaub,ãƒãƒˆãƒ¼ãƒœãƒ¼ (Hatoboh),5,Normal,Wild Pigeon PokÃ©mon,2,Normal,Flying,0.6,15,3,Big Pecks,Super Luck,Rivalry,358,62,77,62,50,42,65,120,70,125,Medium Slow,1,Flying,,50,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
612,521,Unfezant,Fasasnob,ã‚±ãƒ³ãƒ›ãƒ­ã‚¦ (Kenhallow),5,Normal,Proud PokÃ©mon,2,Normal,Flying,1.2,29,3,Big Pecks,Super Luck,Rivalry,488,80,115,80,65,55,93,45,70,220,Medium Slow,1,Flying,,50,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
613,522,Blitzle,Elezeba,ã‚·ãƒžãƒž (Shimama),5,Normal,Electrified PokÃ©mon,1,Electric,,0.8,29.8,3,Lightning Rod,Motor Drive,Sap Sipper,295,45,60,32,50,32,76,190,70,59,Medium Fast,1,Field,,50,20,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
614,523,Zebstrika,Zebritz,ã‚¼ãƒ–ãƒ©ã‚¤ã‚« (Zebraika),5,Normal,Thunderbolt PokÃ©mon,1,Electric,,1.6,79.5,3,Lightning Rod,Motor Drive,Sap Sipper,497,75,100,63,80,63,116,75,70,174,Medium Fast,1,Field,,50,20,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
615,524,Roggenrola,Kiesling,ãƒ€ãƒ³ã‚´ãƒ­ (Dangoro),5,Normal,Mantle PokÃ©mon,1,Rock,,0.4,18,3,Sturdy,Weak Armor,Sand Force,280,55,75,85,25,25,15,255,70,56,Medium Slow,1,Mineral,,50,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
616,525,Boldore,Sedimantur,ã‚¬ãƒ³ãƒˆãƒ« (Gantle),5,Normal,Ore PokÃ©mon,1,Rock,,0.9,102,3,Sturdy,Weak Armor,Sand Force,390,70,105,105,50,40,20,120,70,137,Medium Slow,1,Mineral,,50,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
617,526,Gigalith,Brockoloss,ã‚®ã‚¬ã‚¤ã‚¢ã‚¹ (Gigaiath),5,Normal,Compressed PokÃ©mon,1,Rock,,1.7,260,3,Sturdy,Sand Stream,Sand Force,515,85,135,130,60,80,25,45,70,232,Medium Slow,1,Mineral,,50,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
618,527,Woobat,Fleknoil,ã‚³ãƒ­ãƒ¢ãƒª (Koromori),5,Normal,Bat PokÃ©mon,2,Psychic,Flying,0.4,2.1,3,Unaware,Klutz,Simple,323,65,45,43,55,43,72,190,70,65,Medium Fast,2,Field,Flying,50,15,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
619,528,Swoobat,Fletiamo,ã‚³ã‚³ãƒ­ãƒ¢ãƒª (Kokoromori),5,Normal,Courting PokÃ©mon,2,Psychic,Flying,0.9,10.5,3,Unaware,Klutz,Simple,425,67,57,55,77,55,114,45,70,149,Medium Fast,2,Field,Flying,50,15,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
620,529,Drilbur,Rotomurf,ãƒ¢ã‚°ãƒªãƒ¥ãƒ¼ (Mogurew),5,Normal,Mole PokÃ©mon,1,Ground,,0.3,8.5,3,Sand Rush,Sand Force,Mold Breaker,328,60,85,40,30,45,68,120,70,66,Medium Fast,1,Field,,50,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
621,530,Excadrill,Stalobor,ãƒ‰ãƒªãƒ¥ã‚¦ã‚º (Doryuzu),5,Normal,Subterrene PokÃ©mon,2,Ground,Steel,0.7,40.4,3,Sand Rush,Sand Force,Mold Breaker,508,110,135,60,50,65,88,60,70,178,Medium Fast,1,Field,,50,20,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
